Date,Time,PM10 (μg/m³),PM2.5 (μg/m³),CO (μg/m³),NO2 (μg/m³),SO2 (μg/m³),Temp (°C),Humidity (%),Wind_Speed (km/h),Soil_Moisture (m³/m³),AQI
2022-09-20,18:00:00,37.0,25.8,744.0,38.2,4.2,19.7,95.0,3.6,0.408,81
2022-09-20,19:00:00,30.9,21.6,668.0,31.5,4.2,19.5,95.0,2.2,0.407,80
2022-09-20,20:00:00,27.9,19.6,536.0,20.7,3.8,18.8,98.0,3.1,0.425,79
2022-09-20,21:00:00,26.7,18.7,389.0,9.1,3.3,19.3,98.0,1.5,0.422,78
2022-09-20,22:00:00,27.8,19.4,348.0,6.3,3.0,19.1,100.0,1.8,0.42,77
2022-09-20,23:00:00,25.1,17.6,336.0,6.1,2.8,18.8,100.0,3.8,0.417,76
2022-09-21,00:00:00,19.3,13.5,311.0,5.9,2.2,19.5,98.0,2.4,0.408,75
2022-09-21,01:00:00,24.2,16.9,308.0,5.8,2.2,19.8,98.0,1.9,0.407,73
2022-09-21,02:00:00,21.0,14.7,302.0,5.5,2.3,21.2,90.0,2.4,0.407,71
2022-09-21,03:00:00,17.5,12.2,287.0,4.9,2.2,22.9,82.0,3.2,0.405,69
2022-09-21,04:00:00,14.7,10.2,263.0,4.1,1.9,24.9,73.0,3.6,0.403,68
2022-09-21,05:00:00,15.1,10.5,232.0,3.1,1.3,26.5,67.0,3.7,0.401,67
2022-09-21,06:00:00,15.3,10.6,201.0,2.0,0.8,27.1,67.0,0.4,0.398,66
2022-09-21,07:00:00,15.1,10.4,192.0,1.5,0.8,24.2,76.0,4.7,0.418,65
2022-09-21,08:00:00,16.2,11.3,192.0,1.2,1.0,24.2,75.0,3.3,0.417,64
2022-09-21,09:00:00,16.2,11.3,198.0,1.8,1.3,23.7,81.0,0.7,0.42,63
2022-09-21,10:00:00,15.5,10.7,204.0,3.3,1.3,24.2,80.0,3.1,0.417,62
2022-09-21,11:00:00,14.8,10.2,214.0,5.6,1.2,23.7,81.0,4.0,0.419,62
2022-09-21,12:00:00,18.3,12.7,257.0,9.9,1.6,22.1,88.0,0.8,0.395,61
2022-09-21,13:00:00,27.8,19.4,369.0,19.0,2.0,20.4,93.0,2.7,0.395,60
2022-09-21,14:00:00,30.6,21.4,528.0,31.8,2.8,20.1,93.0,2.4,0.395,59
2022-09-21,15:00:00,31.2,21.8,656.0,41.8,3.3,20.1,92.0,2.7,0.395,59
2022-09-21,16:00:00,26.7,18.6,608.0,37.2,3.2,20.0,93.0,5.5,0.395,59
2022-09-21,17:00:00,22.9,15.9,489.0,26.5,3.0,19.5,95.0,3.7,0.395,59
2022-09-21,18:00:00,20.1,13.9,357.0,14.4,2.7,19.2,96.0,4.0,0.395,58
2022-09-21,19:00:00,19.6,13.6,336.0,11.6,3.0,18.8,97.0,5.5,0.395,57
2022-09-21,20:00:00,21.5,15.0,346.0,11.1,3.5,18.8,96.0,5.1,0.395,56
2022-09-21,21:00:00,23.8,16.6,354.0,10.6,4.0,18.9,97.0,3.6,0.394,56
2022-09-21,22:00:00,22.8,15.9,336.0,9.1,3.7,19.0,98.0,3.3,0.394,55
2022-09-21,23:00:00,20.7,14.5,312.0,7.4,3.1,19.5,96.0,4.1,0.394,55
2022-09-22,00:00:00,19.2,13.4,305.0,7.1,3.0,19.0,99.0,3.7,0.4,55
2022-09-22,01:00:00,18.2,12.7,305.0,7.3,2.6,19.9,98.0,3.9,0.4,55
2022-09-22,02:00:00,18.5,12.9,304.0,7.6,2.0,21.3,91.0,2.3,0.399,54
2022-09-22,03:00:00,18.0,12.5,295.0,7.2,1.5,23.0,80.0,1.8,0.398,54
2022-09-22,04:00:00,15.9,11.0,275.0,5.8,1.3,24.4,73.0,3.2,0.397,54
2022-09-22,05:00:00,16.2,11.2,249.0,3.8,1.2,25.6,67.0,2.7,0.396,54
2022-09-22,06:00:00,15.7,10.8,220.0,1.9,1.2,26.2,65.0,2.5,0.395,54
2022-09-22,07:00:00,15.9,11.0,209.0,1.5,1.1,25.6,70.0,0.5,0.408,54
2022-09-22,08:00:00,15.7,10.8,203.0,1.6,0.9,24.8,75.0,1.8,0.408,54
2022-09-22,09:00:00,16.8,11.6,209.0,3.0,1.0,24.4,80.0,3.4,0.406,54
2022-09-22,10:00:00,15.5,10.7,213.0,4.2,1.2,25.3,75.0,2.6,0.404,54
2022-09-22,11:00:00,15.1,10.4,222.0,5.8,1.6,23.6,77.0,3.1,0.427,54
2022-09-22,12:00:00,21.7,15.0,296.0,11.9,2.1,22.8,87.0,2.1,0.406,54
2022-09-22,13:00:00,34.8,24.2,437.0,23.2,2.7,22.2,87.0,0.4,0.405,55
2022-09-22,14:00:00,39.0,27.2,635.0,39.2,3.6,20.5,94.0,2.3,0.405,55
2022-09-22,15:00:00,40.0,27.9,799.0,51.8,4.4,20.4,92.0,5.2,0.408,56
2022-09-22,16:00:00,38.1,26.5,747.0,46.3,4.6,19.6,96.0,1.8,0.421,56
2022-09-22,17:00:00,32.4,22.5,608.0,33.5,4.4,19.6,95.0,6.9,0.423,57
2022-09-22,18:00:00,29.1,20.3,448.0,18.4,4.2,19.4,95.0,0.0,0.419,57
2022-09-22,19:00:00,31.3,21.8,407.0,13.6,4.1,19.1,97.0,2.7,0.417,58
2022-09-22,20:00:00,30.0,21.0,394.0,11.2,3.9,19.1,96.0,4.0,0.416,59
2022-09-22,21:00:00,27.9,19.5,389.0,9.4,3.8,18.6,96.0,3.9,0.414,59
2022-09-22,22:00:00,26.7,18.6,388.0,8.6,3.8,18.7,96.0,3.3,0.413,60
2022-09-22,23:00:00,27.6,19.3,393.0,8.6,4.1,18.5,96.0,3.3,0.412,60
2022-09-23,00:00:00,35.4,24.7,477.0,12.4,6.2,18.6,96.0,3.4,0.411,60
2022-09-23,01:00:00,31.9,22.2,439.0,10.6,5.2,19.1,97.0,4.7,0.41,61
2022-09-23,02:00:00,24.4,17.1,385.0,8.1,3.8,21.4,92.0,3.3,0.408,62
2022-09-23,03:00:00,21.8,15.2,321.0,5.1,2.4,23.4,78.0,0.4,0.407,62
2022-09-23,04:00:00,20.5,14.2,291.0,3.5,2.0,24.8,70.0,1.1,0.405,63
2022-09-23,05:00:00,19.7,13.6,268.0,2.4,1.8,25.6,67.0,1.8,0.403,63
2022-09-23,06:00:00,19.6,13.5,247.0,1.5,1.6,26.1,69.0,2.3,0.4,63
2022-09-23,07:00:00,19.0,13.1,236.0,1.2,1.4,24.2,74.0,2.8,0.429,63
2022-09-23,08:00:00,18.7,13.0,231.0,1.4,1.1,23.7,78.0,0.7,0.42,64
2022-09-23,09:00:00,19.3,13.3,234.0,2.3,0.9,23.3,79.0,1.6,0.416,64
2022-09-23,10:00:00,20.4,14.1,234.0,2.8,1.0,24.1,74.0,0.4,0.413,64
2022-09-23,11:00:00,20.2,14.0,237.0,3.6,1.3,23.6,76.0,2.8,0.411,64
2022-09-23,12:00:00,18.5,12.7,288.0,8.6,1.8,22.3,88.0,1.8,0.408,65
2022-09-23,13:00:00,31.8,22.1,451.0,22.5,2.5,21.9,87.0,0.7,0.407,64
2022-09-23,14:00:00,39.7,27.6,683.0,42.0,3.5,21.4,89.0,1.5,0.406,64
2022-09-23,15:00:00,47.6,33.2,942.0,62.5,4.8,20.3,96.0,1.5,0.406,64
2022-09-23,16:00:00,54.0,37.8,1058.0,69.0,5.6,20.1,96.0,1.8,0.405,65
2022-09-23,17:00:00,57.2,40.0,1135.0,70.9,6.2,19.8,97.0,1.8,0.407,66
2022-09-23,18:00:00,51.7,36.1,1118.0,65.3,6.5,20.0,97.0,4.7,0.407,67
2022-09-23,19:00:00,37.3,26.0,946.0,51.0,5.9,19.3,98.0,2.6,0.406,69
2022-09-23,20:00:00,28.9,20.1,679.0,30.4,4.8,19.1,97.0,3.8,0.406,69
2022-09-23,21:00:00,25.9,18.1,398.0,8.9,3.5,19.0,97.0,2.0,0.408,69
2022-09-23,22:00:00,26.8,18.7,339.0,4.2,3.2,19.0,98.0,4.0,0.408,69
2022-09-23,23:00:00,25.0,17.5,348.0,4.9,3.0,18.3,99.0,2.6,0.407,69
2022-09-24,00:00:00,20.2,14.1,375.0,7.8,1.9,18.7,95.0,3.3,0.409,69
2022-09-24,01:00:00,13.5,9.4,370.0,8.0,2.0,19.5,94.0,5.1,0.408,68
2022-09-24,02:00:00,11.9,8.3,362.0,8.4,2.2,21.5,86.0,2.9,0.407,67
2022-09-24,03:00:00,15.0,10.4,344.0,8.0,2.2,23.2,79.0,3.3,0.405,66
2022-09-24,04:00:00,17.6,12.3,319.0,6.4,2.0,25.0,71.0,1.1,0.403,65
2022-09-24,05:00:00,15.7,10.9,288.0,4.2,1.7,25.7,69.0,1.1,0.401,65
2022-09-24,06:00:00,14.6,10.2,255.0,2.1,1.3,24.6,74.0,1.8,0.4,65
2022-09-24,07:00:00,15.4,10.7,243.0,1.8,1.1,23.6,77.0,3.6,0.4,65
2022-09-24,08:00:00,16.5,11.5,239.0,2.1,1.0,22.9,78.0,3.0,0.416,64
2022-09-24,09:00:00,17.9,12.5,244.0,3.3,0.9,22.0,84.0,3.3,0.423,64
2022-09-24,10:00:00,16.9,11.8,256.0,4.9,1.1,21.6,89.0,2.3,0.419,64
2022-09-24,11:00:00,17.8,12.4,275.0,6.9,1.4,22.3,86.0,1.9,0.416,64
2022-09-24,12:00:00,20.6,14.4,316.0,10.6,1.7,21.1,92.0,3.0,0.412,64
2022-09-24,13:00:00,27.9,19.5,435.0,20.0,2.2,20.0,98.0,2.5,0.411,64
2022-09-24,14:00:00,34.5,24.2,602.0,33.3,3.0,19.4,99.0,2.1,0.411,64
2022-09-24,15:00:00,39.1,27.4,748.0,44.1,3.7,19.6,97.0,2.9,0.41,63
2022-09-24,16:00:00,37.0,25.9,721.0,40.5,3.8,19.3,98.0,2.5,0.409,63
2022-09-24,17:00:00,34.9,24.4,627.0,31.1,3.5,19.0,98.0,3.6,0.409,62
2022-09-24,18:00:00,32.6,22.8,513.0,19.6,3.5,18.7,98.0,4.0,0.408,61
2022-09-24,19:00:00,27.6,19.4,477.0,15.4,3.7,18.5,99.0,4.0,0.408,59
2022-09-24,20:00:00,28.4,19.9,457.0,12.4,4.0,18.2,100.0,2.9,0.407,59
2022-09-24,21:00:00,33.1,23.2,451.0,10.2,4.4,17.8,100.0,2.2,0.407,59
2022-09-24,22:00:00,34.3,24.0,473.0,10.3,5.1,17.2,100.0,2.9,0.406,59
2022-09-24,23:00:00,35.7,25.0,511.0,11.6,5.7,17.1,99.0,4.3,0.406,60
2022-09-25,00:00:00,38.1,26.6,497.0,12.2,4.8,17.6,99.0,3.3,0.408,60
2022-09-25,01:00:00,44.0,30.9,472.0,10.8,4.7,18.2,98.0,4.7,0.407,61
2022-09-25,02:00:00,24.2,16.9,435.0,8.9,4.3,20.8,88.0,3.7,0.406,63
2022-09-25,03:00:00,21.8,15.3,388.0,6.4,3.7,22.7,81.0,1.6,0.405,64
2022-09-25,04:00:00,18.9,13.2,356.0,4.9,2.9,24.1,75.0,2.6,0.403,65
2022-09-25,05:00:00,17.9,12.5,325.0,3.7,1.9,25.6,72.0,3.3,0.401,65
2022-09-25,06:00:00,18.3,12.8,298.0,2.5,0.9,25.5,71.0,3.9,0.399,65
2022-09-25,07:00:00,25.3,17.7,297.0,2.2,0.8,24.1,74.0,5.3,0.425,65
2022-09-25,08:00:00,27.6,19.3,306.0,2.3,0.9,24.4,75.0,2.4,0.42,66
2022-09-25,09:00:00,23.6,16.5,326.0,3.7,1.2,24.2,77.0,2.5,0.416,66
2022-09-25,10:00:00,18.6,13.0,335.0,5.4,1.3,20.5,92.0,6.3,0.43,67
2022-09-25,11:00:00,18.7,13.1,344.0,7.9,1.3,20.6,87.0,1.8,0.425,67
2022-09-25,12:00:00,28.1,19.7,348.0,8.6,1.5,20.6,87.0,2.5,0.421,67
2022-09-25,13:00:00,33.6,23.6,466.0,17.9,2.1,19.5,95.0,2.3,0.42,67
2022-09-25,14:00:00,40.3,28.2,634.0,31.0,2.9,19.1,95.0,3.1,0.419,68
2022-09-25,15:00:00,47.1,33.1,804.0,43.4,3.8,18.7,96.0,2.2,0.417,68
2022-09-25,16:00:00,53.7,37.6,839.0,44.1,4.0,18.7,97.0,1.8,0.416,69
2022-09-25,17:00:00,55.9,39.1,828.0,40.5,4.0,18.4,98.0,2.2,0.416,70
2022-09-25,18:00:00,48.7,34.1,777.0,33.2,3.8,18.1,98.0,1.8,0.415,71
2022-09-25,19:00:00,46.4,32.5,711.0,26.4,3.4,18.0,100.0,2.5,0.414,72
2022-09-25,20:00:00,42.0,29.4,620.0,18.0,2.8,18.0,100.0,2.7,0.413,73
2022-09-25,21:00:00,40.5,28.3,516.0,9.2,2.2,18.1,100.0,1.1,0.413,74
2022-09-25,22:00:00,40.6,28.4,472.0,6.6,2.0,17.8,100.0,1.9,0.412,74
2022-09-25,23:00:00,28.8,20.1,444.0,5.8,1.9,17.6,99.0,3.0,0.412,75
2022-09-26,00:00:00,42.5,29.7,513.0,9.6,4.3,18.1,100.0,4.5,0.413,74
2022-09-26,01:00:00,41.0,28.6,483.0,8.6,3.7,18.7,99.0,4.8,0.412,75
2022-09-26,02:00:00,29.0,20.3,441.0,7.1,2.8,20.5,92.0,3.1,0.412,74
2022-09-26,03:00:00,27.5,19.2,390.0,5.4,1.7,22.0,85.0,1.5,0.411,75
2022-09-26,04:00:00,27.4,19.1,364.0,4.6,1.2,23.5,79.0,3.3,0.41,75
2022-09-26,05:00:00,28.8,20.0,342.0,4.0,0.9,23.1,77.0,5.3,0.43,76
2022-09-26,06:00:00,31.0,21.5,322.0,3.4,0.6,22.7,79.0,2.8,0.425,76
2022-09-26,07:00:00,34.9,24.3,313.0,2.8,0.6,24.4,72.0,3.1,0.422,77
2022-09-26,08:00:00,32.5,22.7,310.0,2.1,0.7,25.2,73.0,4.0,0.42,78
2022-09-26,09:00:00,20.7,14.4,316.0,2.5,0.9,21.8,85.0,6.0,0.427,78
2022-09-26,10:00:00,20.8,14.5,323.0,4.0,0.9,21.7,84.0,3.1,0.424,78
2022-09-26,11:00:00,22.6,15.8,336.0,6.3,0.9,21.6,86.0,3.8,0.421,78
2022-09-26,12:00:00,23.5,16.4,351.0,8.8,1.2,19.9,99.0,1.8,0.415,78
2022-09-26,13:00:00,34.0,23.8,511.0,21.8,2.0,19.1,100.0,2.9,0.415,78
2022-09-26,14:00:00,43.3,30.4,738.0,40.1,3.2,19.4,98.0,2.6,0.415,78
2022-09-26,15:00:00,50.4,35.4,959.0,56.8,4.1,18.8,98.0,2.5,0.414,78
2022-09-26,16:00:00,55.6,39.0,990.0,56.7,4.0,18.9,98.0,1.8,0.413,78
2022-09-26,17:00:00,58.7,41.1,953.0,50.2,3.4,18.5,98.0,1.8,0.413,78
2022-09-26,18:00:00,52.5,36.8,856.0,38.7,2.6,18.2,98.0,1.8,0.412,78
2022-09-26,19:00:00,41.9,29.3,743.0,29.0,2.2,18.1,98.0,2.2,0.412,79
2022-09-26,20:00:00,39.0,27.3,597.0,17.5,1.6,17.8,98.0,2.2,0.411,78
2022-09-26,21:00:00,34.2,23.9,458.0,6.4,1.3,17.5,98.0,3.2,0.411,78
2022-09-26,22:00:00,30.5,21.3,455.0,4.9,1.4,17.1,98.0,3.2,0.41,78
2022-09-26,23:00:00,32.9,23.1,501.0,7.0,1.6,16.7,99.0,3.2,0.41,77
2022-09-27,00:00:00,61.7,43.2,758.0,21.3,7.4,17.2,98.0,3.6,0.41,77
2022-09-27,01:00:00,71.0,49.7,666.0,17.1,6.7,17.8,98.0,4.7,0.409,79
2022-09-27,02:00:00,35.0,24.4,536.0,11.2,5.7,20.0,93.0,2.3,0.409,81
2022-09-27,03:00:00,26.4,18.4,393.0,4.8,4.4,21.9,81.0,4.4,0.408,81
2022-09-27,04:00:00,25.7,17.9,348.0,2.8,3.7,23.4,73.0,3.4,0.407,81
2022-09-27,05:00:00,25.9,18.0,330.0,2.0,3.2,24.1,73.0,1.9,0.407,81
2022-09-27,06:00:00,26.7,18.6,319.0,1.8,2.5,25.0,70.0,3.4,0.405,81
2022-09-27,07:00:00,26.6,18.5,308.0,1.5,1.9,23.6,74.0,6.1,0.43,80
2022-09-27,08:00:00,26.4,18.4,301.0,1.5,1.4,21.8,81.0,3.8,0.426,80
2022-09-27,09:00:00,25.2,17.6,304.0,2.5,0.9,22.9,77.0,3.9,0.424,79
2022-09-27,10:00:00,25.1,17.6,311.0,4.0,0.9,21.3,87.0,2.9,0.424,80
2022-09-27,11:00:00,23.9,16.7,323.0,5.9,0.9,21.7,86.0,3.3,0.421,80
2022-09-27,12:00:00,26.5,18.5,371.0,8.5,2.0,20.4,93.0,2.5,0.416,80
2022-09-27,13:00:00,32.7,22.9,515.0,20.4,2.7,19.9,95.0,2.3,0.415,80
2022-09-27,14:00:00,42.7,29.9,718.0,37.0,3.7,18.6,98.0,2.6,0.414,80
2022-09-27,15:00:00,50.1,35.0,888.0,50.3,4.6,18.6,98.0,1.8,0.414,80
2022-09-27,16:00:00,52.2,36.6,836.0,45.0,4.6,18.5,98.0,2.2,0.413,80
2022-09-27,17:00:00,41.1,28.8,696.0,32.2,4.3,18.4,97.0,2.5,0.412,80
2022-09-27,18:00:00,33.5,23.5,544.0,17.6,4.1,18.0,98.0,4.0,0.411,79
2022-09-27,19:00:00,33.2,23.2,524.0,14.4,4.3,17.3,99.0,4.7,0.411,78
2022-09-27,20:00:00,35.0,24.5,541.0,14.1,4.8,16.8,100.0,5.1,0.41,77
2022-09-27,21:00:00,37.0,26.0,571.0,14.6,5.4,16.5,100.0,5.1,0.41,77
2022-09-27,22:00:00,36.9,25.8,592.0,14.8,5.9,16.4,100.0,4.7,0.409,77
2022-09-27,23:00:00,37.4,26.2,618.0,15.4,6.4,16.4,99.0,4.3,0.409,77
2022-09-28,00:00:00,51.3,36.0,733.0,19.8,7.8,16.3,99.0,2.9,0.413,78
2022-09-28,01:00:00,58.6,41.1,657.0,16.1,7.1,17.2,99.0,2.9,0.412,77
2022-09-28,02:00:00,38.3,26.8,550.0,11.1,6.1,20.2,91.0,2.8,0.411,76
2022-09-28,03:00:00,24.8,17.3,427.0,5.4,4.6,22.1,79.0,4.0,0.41,76
2022-09-28,04:00:00,22.9,16.0,377.0,3.4,3.5,23.5,72.0,3.6,0.409,76
2022-09-28,05:00:00,22.1,15.4,345.0,2.5,2.3,24.2,71.0,0.8,0.409,76
2022-09-28,06:00:00,22.2,15.5,321.0,2.0,1.1,24.5,73.0,4.3,0.407,76
2022-09-28,07:00:00,23.1,16.1,315.0,2.2,0.7,24.2,73.0,7.4,0.406,76
2022-09-28,08:00:00,21.7,15.1,320.0,2.8,0.6,23.5,79.0,5.6,0.41,75
2022-09-28,09:00:00,26.0,18.2,336.0,4.4,0.8,23.7,80.0,7.7,0.414,75
2022-09-28,10:00:00,24.0,16.8,339.0,5.6,0.9,22.9,84.0,7.4,0.421,75
2022-09-28,11:00:00,22.6,15.8,344.0,7.1,1.2,22.8,83.0,4.7,0.418,75
2022-09-28,12:00:00,20.7,14.5,411.0,14.4,2.0,21.1,92.0,4.4,0.416,75
2022-09-28,13:00:00,31.5,22.1,576.0,28.0,2.7,20.2,93.0,3.7,0.415,75
2022-09-28,14:00:00,42.6,29.8,809.0,47.2,3.7,18.9,96.0,2.4,0.414,75
2022-09-28,15:00:00,47.3,33.2,1029.0,64.2,4.8,18.4,96.0,2.5,0.414,75
2022-09-28,16:00:00,43.0,30.2,1039.0,62.5,5.1,18.5,96.0,2.2,0.413,74
2022-09-28,17:00:00,39.7,27.8,971.0,53.5,5.1,18.2,96.0,3.3,0.412,74
2022-09-28,18:00:00,35.5,24.9,860.0,40.5,5.1,17.3,100.0,4.0,0.412,74
2022-09-28,19:00:00,33.1,23.2,784.0,32.5,5.1,16.4,100.0,4.7,0.411,74
2022-09-28,20:00:00,30.9,21.6,698.0,24.3,4.9,16.0,100.0,4.7,0.411,74
2022-09-28,21:00:00,30.0,21.0,613.0,16.1,5.0,15.9,100.0,4.3,0.41,74
2022-09-28,22:00:00,28.6,20.0,602.0,14.2,5.3,15.6,100.0,3.6,0.41,73
2022-09-28,23:00:00,29.9,21.0,618.0,14.6,5.8,15.5,100.0,4.3,0.409,73
2022-09-29,00:00:00,48.2,33.8,766.0,22.6,7.8,16.0,99.0,3.2,0.416,72
2022-09-29,01:00:00,51.5,36.1,678.0,18.2,6.9,17.3,98.0,4.7,0.415,72
2022-09-29,02:00:00,30.5,21.4,552.0,12.0,5.8,20.5,89.0,3.6,0.414,72
2022-09-29,03:00:00,22.0,15.4,411.0,5.2,4.2,22.3,79.0,3.3,0.413,71
2022-09-29,04:00:00,20.8,14.5,359.0,3.0,3.3,23.8,72.0,2.8,0.411,71
2022-09-29,05:00:00,19.7,13.7,330.0,2.0,2.5,24.8,70.0,4.7,0.409,71
2022-09-29,06:00:00,17.6,12.3,306.0,1.6,1.6,25.5,69.0,6.0,0.408,71
2022-09-29,07:00:00,17.7,12.4,288.0,1.5,1.1,24.6,70.0,5.9,0.425,70
2022-09-29,08:00:00,17.8,12.4,278.0,1.6,0.9,24.4,74.0,4.6,0.421,70
2022-09-29,09:00:00,20.4,14.2,280.0,3.2,0.8,23.5,81.0,5.1,0.418,70
2022-09-29,10:00:00,20.7,14.5,284.0,4.6,0.9,22.3,85.0,5.5,0.416,70
2022-09-29,11:00:00,19.2,13.4,297.0,6.5,1.4,22.2,84.0,3.1,0.414,69
2022-09-29,12:00:00,21.5,15.0,371.0,12.4,1.5,20.5,92.0,3.6,0.407,69
2022-09-29,13:00:00,29.0,20.3,519.0,24.6,2.2,19.3,94.0,3.2,0.407,69
2022-09-29,14:00:00,39.1,27.4,729.0,42.0,3.2,19.2,95.0,1.8,0.407,69
2022-09-29,15:00:00,45.8,32.0,927.0,57.5,4.2,19.0,95.0,0.4,0.406,69
2022-09-29,16:00:00,46.8,32.7,936.0,56.5,4.6,19.2,95.0,1.1,0.406,69
2022-09-29,17:00:00,44.6,31.2,876.0,49.2,4.7,18.8,95.0,0.4,0.406,69
2022-09-29,18:00:00,38.2,26.7,780.0,38.2,4.7,18.7,96.0,1.8,0.405,69
2022-09-29,19:00:00,36.6,25.6,720.0,31.5,4.8,18.7,96.0,2.6,0.405,69
2022-09-29,20:00:00,34.5,24.2,653.0,24.2,4.8,18.9,96.0,4.0,0.405,70
2022-09-29,21:00:00,31.9,22.3,584.0,16.9,4.8,18.8,97.0,4.2,0.405,70
2022-09-29,22:00:00,29.3,20.5,565.0,14.6,5.0,18.7,97.0,4.5,0.404,70
2022-09-29,23:00:00,30.3,21.1,563.0,14.1,5.2,18.7,97.0,2.5,0.404,70
2022-09-30,00:00:00,42.3,29.6,724.0,22.1,7.4,18.4,95.0,4.0,0.395,70
2022-09-30,01:00:00,41.9,29.3,646.0,18.5,6.6,18.7,94.0,8.2,0.427,70
2022-09-30,02:00:00,34.8,24.3,535.0,13.2,5.4,19.5,90.0,4.4,0.426,69
2022-09-30,03:00:00,23.7,16.5,412.0,7.2,4.0,20.4,86.0,3.4,0.421,69
2022-09-30,04:00:00,21.9,15.3,369.0,4.7,3.5,21.8,83.0,2.0,0.419,69
2022-09-30,05:00:00,23.0,16.1,349.0,3.0,3.2,23.1,81.0,4.3,0.417,69
2022-09-30,06:00:00,24.4,17.0,330.0,1.8,2.7,24.9,75.0,3.1,0.416,70
2022-09-30,07:00:00,24.5,17.1,307.0,1.0,2.2,26.1,67.0,3.9,0.415,70
2022-09-30,08:00:00,24.3,16.9,285.0,0.6,1.6,24.0,74.0,7.0,0.43,70
2022-09-30,09:00:00,25.0,17.4,282.0,2.4,1.2,23.2,75.0,0.8,0.423,71
2022-09-30,10:00:00,25.8,18.0,300.0,5.6,1.2,22.3,79.0,2.9,0.424,71
2022-09-30,11:00:00,26.7,18.6,335.0,10.1,1.5,22.3,80.0,1.5,0.421,71
2022-09-30,12:00:00,27.5,19.2,356.0,11.3,1.5,21.2,90.0,0.4,0.386,72
2022-09-30,13:00:00,36.9,25.8,531.0,25.6,2.3,20.9,90.0,1.0,0.386,72
2022-09-30,14:00:00,49.4,34.6,780.0,45.8,3.5,20.2,87.0,1.8,0.392,73
2022-09-30,15:00:00,58.2,40.7,1060.0,67.1,4.9,20.0,88.0,3.1,0.392,73
2022-09-30,16:00:00,64.7,45.2,1174.0,72.9,5.6,19.5,93.0,0.8,0.392,74
2022-09-30,17:00:00,64.7,45.3,1243.0,73.8,6.1,18.8,95.0,2.6,0.392,75
2022-09-30,18:00:00,59.0,41.4,1269.0,70.7,6.6,18.3,96.0,2.9,0.391,77
2022-09-30,19:00:00,53.8,37.7,1222.0,65.0,6.8,18.1,95.0,2.5,0.391,78
2022-09-30,20:00:00,49.8,34.9,1128.0,56.5,6.9,17.9,96.0,3.6,0.391,79
2022-09-30,21:00:00,46.8,32.8,1008.0,45.8,7.2,17.5,96.0,4.7,0.391,80
2022-09-30,22:00:00,44.0,30.9,960.0,40.3,7.4,17.2,95.0,4.7,0.39,81
2022-09-30,23:00:00,42.6,29.7,924.0,35.8,7.8,17.0,95.0,4.0,0.39,82
2022-10-01,00:00:00,44.9,31.4,1032.0,38.5,7.4,17.4,94.0,4.4,0.385,82
2022-10-01,01:00:00,46.1,32.2,887.0,30.5,7.2,18.2,93.0,5.8,0.385,83
2022-10-01,02:00:00,48.4,33.9,680.0,19.1,6.9,21.6,86.0,4.3,0.385,83
2022-10-01,03:00:00,36.7,25.6,451.0,6.9,6.2,23.5,71.0,0.8,0.385,84
2022-10-01,04:00:00,32.2,22.5,373.0,3.2,5.4,24.8,64.0,2.5,0.383,85
2022-10-01,05:00:00,30.5,21.2,337.0,1.9,4.3,25.5,61.0,1.8,0.382,85
2022-10-01,06:00:00,29.7,20.6,308.0,1.5,3.1,24.5,68.0,4.1,0.418,86
2022-10-01,07:00:00,28.8,20.0,281.0,0.8,2.5,21.7,79.0,4.8,0.422,86
2022-10-01,08:00:00,28.0,19.4,261.0,0.6,2.0,22.4,76.0,6.1,0.422,86
2022-10-01,09:00:00,28.6,19.9,262.0,2.5,1.6,21.6,83.0,2.6,0.417,86
2022-10-01,10:00:00,31.0,21.6,277.0,5.3,1.6,22.2,80.0,2.3,0.414,87
2022-10-01,11:00:00,31.3,21.8,308.0,9.4,1.8,21.9,81.0,1.8,0.411,87
2022-10-01,12:00:00,34.7,24.2,398.0,17.4,2.2,21.6,81.0,1.3,0.398,87
2022-10-01,13:00:00,40.9,28.6,553.0,29.6,2.8,20.3,88.0,1.8,0.397,88
2022-10-01,14:00:00,51.6,36.1,772.0,47.0,3.8,19.7,90.0,3.7,0.397,88
2022-10-01,15:00:00,60.5,42.4,984.0,62.9,4.9,18.9,93.0,4.0,0.396,88
2022-10-01,16:00:00,64.0,44.7,1007.0,62.5,5.2,18.4,94.0,4.4,0.396,88
2022-10-01,17:00:00,57.6,40.3,963.0,55.8,5.1,18.2,95.0,4.4,0.395,88
2022-10-01,18:00:00,49.4,34.6,873.0,45.1,4.9,17.9,94.0,4.7,0.395,88
2022-10-01,19:00:00,45.1,31.5,794.0,37.0,4.8,17.8,93.0,2.9,0.394,87
2022-10-01,20:00:00,41.0,28.6,696.0,28.0,4.6,17.7,93.0,3.3,0.394,87
2022-10-01,21:00:00,37.5,26.3,599.0,18.9,4.5,17.5,92.0,2.5,0.394,86
2022-10-01,22:00:00,35.3,24.7,587.0,16.8,4.7,17.5,91.0,3.0,0.393,85
2022-10-01,23:00:00,34.9,24.4,604.0,17.3,5.1,17.3,91.0,3.7,0.393,85
2022-10-02,00:00:00,41.0,28.6,779.0,25.0,6.5,17.3,84.0,1.8,0.39,84
2022-10-02,01:00:00,45.3,31.8,683.0,20.4,6.4,18.7,80.0,3.6,0.39,84
